ID,News,Label,translated_text
FAKE_1127,തൃക്കാക്കരയിൽ കള്ളവോട്ട് ചെയ്യുന്നതിനിടയിൽ സിപിഐഎം ഏരിയാ സെക്രട്ടറി പിടിയിൽ.,FALSE     ,"When you're lying in your eye, you'll be caught in the CMS area secretary's office."
FAKE_1128,കെ സുധാകരന്‍ ആര്‍‌എസ്‌എസ് പ്രവര്‍ത്തകരോടൊപ്പം നില്‍ക്കുന്നു,FALSE     ,KAURRITIRIRIRIRIRIRIRIRIRIRIRIRIRIRIRIRIRIRING With the SS
FAKE_1129,ബിജെപി പരിപാടിയില്‍ പങ്കെടുക്കുന്നതില്‍ പ്രശ്‌നമില്ലെന്ന് കെപിസിസി പ്രസിഡന്റ് കെ.സുധാകരന്‍ .,HALF TRUE,The KCC president of KCS has no problem at all at the BWO program.
FAKE_1130,കെപിസിസി പ്രസിഡന്റ് കെ.സുധാകരന്‍ ബിജെപി പ്രവര്‍ത്തകര്‍ക്കൊപ്പം നില്‍ക്കുന്ന ചിത്രം.,FALSE     ,KCCS President KA is sitting with the BPPPPPP.
FAKE_1131,"കെപിസിസി അധ്യക്ഷൻ കെ സുധാകരൻ, ഹനുമാൻ സേനയുടെ സമ്മേളനത്തിന്‍റെ ഉദ്ഘാടകനായി പങ്കെടുക്കുന്നു",FALSE     ,"The KCCJ speaker is taking the lead at the Assembly Hall of Hamanmanman, a member of the Governing Body of Jehovah's Witnesses, as a member of the Governing Body of Jehovah's Witnesses, as a member of the Governing Body of Jehovah's Witnesses, and as a member of the Governing Body of the Governing Body of Jehovah's Witnesses, a member of the Governing Body of Jehovah's Witnesses in Brooklyn, New York, New York, New York, New York, New York, U.S.A., U.S.A.A., U.S.A.A."
FAKE_1132,ഹനുമാൻ സേനയുടെ സമ്മേളനത്തിൽ കെ സുധാകരൻ പങ്കെടുക്കും,FALSE     ,Kishman will be sharing in the assembly of Ramanman's army
FAKE_1133,കെ.സുധാകരന്‍ എംപിക്കെതിരായ ഫേസ്ബുക്ക് പോസ്റ്റില്‍ ആര്‍ജെ സൂരജ് മാപ്പ് പറഞ്ഞു.,FALSE     ,"K.C.I.E.L.D.'s poster's posting poster's post on KGMDPPPPPD, said the map map."
FAKE_1134,കഞ്ചാവ് കേസില്‍ പ്രതികളായ എസ്എഫ്‌ഐ പ്രവര്‍ത്തകരെ പുറത്തിറക്കാന്‍ സിപിഎം പ്രവര്‍ത്തകര്‍ പോലീസ് സ്റ്റേഷന്‍ ആക്രമിച്ചു.,FALSE     ,The U.S.I.R.I.R.I.E. police station attacked the U.S.A. police station.
FAKE_1135,കഞ്ചാവുമായി പിടികൂടിയ എസ്എഫ്ഐ പ്രവര്‍ത്തകരെ വിട്ടുനല്‍കണമെന്ന് ആവശ്യപ്പെട്ട് സിപിഎം പ്രവര്‍ത്തകര്‍ പോലീസ് സ്റ്റേഷനില്‍ ഭീഷണി മുഴക്കുന്ന വീഡിയോ,FALSE     ,The U.S.P.I.I.H.I.D.'s request to leave S.D.R.I.R.I.R.I.R.I.D. is threatened by a video that's threatened by a police police police station at C.I.H.I.H.I.H.I.H.I.H.D.
FAKE_1136,ഇടുക്കി എന്‍ജിനീയറിങ് കോളജില്‍ കൊല്ലപ്പെട്ട എസ്എഫ്ഐ പ്രവര്‍ത്തകനായിരുന്ന ധീരജിന്‍റെ കുടുംബത്തിന് 1.58 കോടി രൂപയാണ് സിപിഎം ഇടുക്കി ജില്ലാ കമ്മിറ്റി സമാഹരിച്ചതെന്നും ഇതില്‍ നിന്നും 35 ലക്ഷം രൂപ മാത്രമാണ് ധീരജിന്‍റെ കുടുംബത്തിന് നല്‍കി,FALSE     ,"The U.S. president of the U.S.A., who was killed in the United States, paid only 1.1 billion copies of the United States and the United Nations Committee of the Governing Body of Jehovah's Witnesses in the United States."
FAKE_1137,വയനാട് എംപി രാഹുൽ ഗാന്ധിയുടെ ഓഫീസിലേക്ക് അക്രമാസക്തമായി മാർച്ച് നടത്തിയ എസ്എഫ്ഐ പ്രവർത്തകർ നടത്തിയത് ഭീകരപ്രവർത്തനം ആണെന്ന് എൽഡിഎഫ് കൺവീനർ ഇപി ജയരാജൻ പറയുന്ന വീഡിയോ.,FALSE     ,"In the United States, the U.S.R.'s president, El Salvador, described the acts of terrorism that resulted in violent acts at the office of D.C.I.E."
FAKE_1138,തൃശ്ശൂർ ജില്ലാ ആശുപത്രിയിലുണ്ടായ എസ്എഫ്ഐ-എഐഎസ്എഫ് സംഘർഷത്തിൻറെ വീഡിയോ,HALF TRUE,The video on the conflict with the U.S.I.I.A.H.I.E.H.L.I.A. at the OS.A. district hospital.
FAKE_1139,SFIക്കാർ കോളേജിൽ നടത്തിയ ചുംബനം.,FALSE     ,A kiss at the University of S.H.I.E.L.D.
FAKE_1140,കോളേജ് അടിച്ചുതകർക്കുന്ന എസ്എഫ്ഐ പ്രവർത്തകരുടെ വീഡിയോ,HALF TRUE,The video of U.S.I.I.S.E. at college
FAKE_1141,പഠിപ്പുമുടക്ക് സമരത്തിന് എത്തിയ എസ്എഫ്ഐ പ്രവർത്തകർ വടകരയിലെ സ്കൂളിന് മുൻപിൽ ഉണ്ടായ സംഘർഷത്തിന് ശേഷം ഓടി രക്ഷപ്പെടുന്നു,FALSE     ,The U.S.I.S.A. has come to fight since the conflict with the U.S.A. at the school of the U.S.A. is running away.
FAKE_1142,കൊല്ലപ്പെട്ട എസ്എഫ്ഐ പ്രവർത്തകൻ ധീരജിന്റെ മൃതദേഹവും വഹിച്ചുകൊണ്ടുള്ള വിലാപയാത്ര കടന്നുപോകവേ സിപിഎം പ്രവർത്തകർ നൃത്തം ചെയ്യുന്നു,FALSE     ,"The DMID workers dance as they pass through the funeral, carrying the body of the brave man who was killed by the U.S.A."
FAKE_1143,ഈ വീഡിയോയിലുള്ളത് കൊടിപിടിച്ചു നില്‍ക്കുന്ന എബിവിപി പ്രവര്‍ത്തകരോ?,FALSE     ,What about this video? Is the flag on which the flag is held?
FAKE_1144,గూగుల్ లో ఉన్న రెసిపీ ఫోటోని షేర్ చేసి తను తయారు చేసిన వంటగా కంగనా రనౌత్ ట్వీట్ చేసింది.,FALSE     ,"▪ During the past five years, the number of people who have been exposed to pornography has increased. During the past few years, the number of people who suffer from depression has increased, and the number of people who suffer from heart disease has increased."
FAKE_1145,"ഹരിദാസിനെ കൊലപ്പെടുത്തിയ ആര്‍എസ്എസ് പ്രവര്‍ത്തകനെ പിടികൂടിയത് ഡിവൈഎഫ്ഐ അധ്യാപികയുടെ തന്ത്രത്തിലൂടെയെന്ന തലക്കെട്ടും, തന്ത്രത്തിലൂടെ സ്വന്തം വീട്ടില്‍ വിളിച്ചു വരുത്തി പോലീസിനെ അറിയിക്കുകയായിരുന്നു എന്നും സബ് ഹെഡ്ഡിങ് നല്‍കിയും ദേശാഭിമാനി രേഷ്മയെ കുറിച്ച് വാര്‍ത്ത",FALSE     ,"And who was murdered by the president of the SS, who was arrested by the SS, and what was the title of a teacher's strategy, who called the police by his own house, who called the police 'em 'em 'em 'cause they were proud of being sent to the police'?"
FAKE_1146,ഹരിദാസ് വധ കേസിലെ പ്രതിയെ അറസ്റ്റ് ചെയ്യാൻ സഹായിച്ചത് അധ്യാപിക എന്ന് ദേശാഭിമാനി,FALSE     ,The teacher was proud to help him arrest the accused of the hearing case.
FAKE_1147,വാരിയം കുന്നനെ അറസ്റ്റ് ചെയ്തതായി മലയാള മനോരമ നല്‍കിയ വാര്‍ത്ത.,FALSE     ,The English - speaking congregation of Jehovah's Witnesses had been arrested for a number of years.
FAKE_1148,എകെജി സെന്‍ററിന് നേരെ ആക്രമണം നടത്തിയ കേസില്‍ രണ്ട് കോണ്‍ഗ്രസ് പ്രവര്‍ത്തകരെ പിടികൂടിയെന്ന് മനോരമ ന്യൂസിന്‍റെ സ്ക്രീന്‍ഷോട്ട്,FALSE     ,"In the case of an attack on EGGGGRRR, two hearings were caught by a two-and-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-the-a-a-a-a-a-a-a-a-a-a-a-a-a-the-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-t-a-a-a-a-a-t-t-t-t-t-t-t-a-a-a-a-a-t-t-t-t-t-t-t-k-t-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-k-p-p-p-p-p-k-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-k-k-k-p-p-p-p-p-p-p-p-k-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p-p"
FAKE_1149,"മനോരമ വാർത്ത പ്രകാരം, ""കമ്മ്യൂണിസ്റ്റ് പാര്‍ട്ടി വിഡ്ഢികളുടെ പാര്‍ട്ടി"" എന്ന് കനയ്യ പറഞ്ഞു.",FALSE     ,"According to the famous news, ""Streption of the Communist Republic."""
FAKE_1150,"തള്ളിയിട്ട് 4 വര്‍ഷം, ഇപ്പോഴും നിപ വൈറസ് പരിശോധിക്കാന്‍ പൂനെയില്‍ ക്യൂ നില്‍ക്കണം'; സംഭവം എത്രത്തോളം ശരി?",FALSE     ,"It's 4 o'clock, and I'm still going to have to look at the virus, and I'm going to put it on the flowers, so how much do you think it's going to happen?"
FAKE_1151,ഉത്തരേന്ത്യയിൽ പോയി കുങ്കുമക്കുറി അണിഞ്ഞ് നിൽക്കുന്ന മന്ത്രി മുഹമ്മദ് റിയാസ്.,FALSE     ,"And the minister Muhammad, who was dressed in fine linen, went to North America."
FAKE_1152,ആലപ്പുഴ മെഡിക്കല്‍ കോളെജിലെ സൂപ്പര്‍ സ്‌പെഷ്യാലിറ്റി ബ്ലോക്ക് നിര്‍മാണം പൂര്‍ണ്ണമായും കേന്ദ്ര പദ്ധതി,HALF TRUE,"The soup of the Muddddddddlings at the University of Cyremings, and the project of decomplodation."
FAKE_1153,ആലപ്പുഴയിലെ ഒരു ഹോട്ടലിൽ റെയ്ഡിനിടെ പട്ടിയിറച്ചി പിടികൂടി.,FALSE     ,The dog's dog was caught in a hotel in the middle of the night.
FAKE_1154,ആലപ്പുഴയിലെ ഹോട്ടലില്‍ നിന്നും പട്ടിയിറച്ചി പിടികൂടി,FALSE     ,The dog caught the dog in the hotel at the hotel.
FAKE_1155,സ്വാതന്ത്ര്യ ദിനാഘോഷത്തിന് വേണ്ടി സ്കൂളുകളില്‍ ആലപ്പുഴ MLA പണപ്പിരവ് നടത്തി. ഇതുമായി ബന്ധപ്പെട്ട് ഒരു പ്രധാനാധ്യാപിക സഹപ്രവർത്തകർക്ക് നൽകിയ കത്ത്.,FALSE     ,"In schools for freedom on the day of the festival, the money was sold to a major colleague, who wrote a letter on this matter."
FAKE_1156,"പോപ്പുലർ ഫ്രണ്ട് നടത്തുന്ന ""ജന മഹാസമ്മേളനം"" പരിപാടിക്കായി ആലപ്പുഴ ബീച്ചിൽ ഉയരുന്ന വേദിയുടെ വീഡിയോ.",HALF TRUE,"The video of the video that rises up at the beach for the ""great day of the Great Day."""
FAKE_1157,ഇതാണ് തൊഴിലാളി സമരം കൊണ്ട് അടച്ചുപൂട്ടേണ്ടിവന്ന ആലപ്പി സ്പിന്നിംഗ് മില്‍,FALSE     ,This is the strike that has to be closed with the strike.
FAKE_1158,ആലപ്പുഴയിലെ എല്‍.ഡി.എഫ് സ്ഥാനാര്‍ഥി പി.പി.ചിത്തരഞ്ജനെതിരെ സി.പി.എം പ്രവര്‍ത്തകര്‍ പരസ്യ പ്രകടനം നടത്തുന്നു,HALF TRUE,The D.P.I.E.L.L.D.'s office report on .D. .I.E. .D. .D. .D. .D. .D. .D. .D. . .D. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
FAKE_1159,തൊഴിലാളി സമരം കാരണം അടച്ചുപൂട്ടിയ 8000 ജീവനക്കാരുണ്ടായിരുന്ന എറണാകുളം ടാറ്റാ ഓയില്‍മില്‍സ് ഫാക്ടറി.,FALSE     ,"And because of the labor effort, 8000 lives were locked up in the ABOOOOOOHOOOOOOOOOOOSOOOLOOOOS, the factory."
FAKE_1160,എറണാകുളം എം .ജി റോഡിൽ നിന്നുള്ള ദൃശ്യം.,FALSE     ,I'd like to meet you on the road from E.K.I.E.L.A.
FAKE_1161,എല്‍.ഡി.എഫ് പരസ്യത്തില്‍ അഭിനയിപ്പിച്ച എറണാകുളം സ്വദേശിനി പാറു അമ്മയ്ക്ക് റേഷന്‍ ലഭിക്കുന്നില്ല,FALSE     ,She doesn't get her mother-in-law.
FAKE_1162,ഇടുക്കി എഞ്ചിനിയറിംഗ് കോളെജില്‍ കൊല്ലപ്പെട്ട എസ്എഫ്‌ഐ നേതാവ് ധീരജിന്റെ കുടുംബസഹായ നിധി വകമാറ്റി മുന്‍ സിപിഎം സംസ്ഥാന സെക്രട്ടറി കോടിയേരി ബാലകൃഷ്ണന്റെ മകന് പണം നല്‍കി.,FALSE     ,"In the United States, the U.S. government's president, who was killed at a low - speed engine, paid his son's money to the secretary's secretary's secretary - general."
FAKE_1163,കാസർഗോഡ് ജില്ലയ്ക്ക് 37 അധിക പ്ലസ് വൺ ബാച്ചുകൾ അനുവദിച്ച് സംസ്ഥാന സർക്കാർ.,HALF TRUE,The state government has allowed 37 more cattle to pass on the Gogo district.
FAKE_1164,സംസ്ഥാന സര്‍ക്കാരിന്റെ അനാസ്ഥ കൊണ്ട് കാസര്‍ഗോഡ് പെരിയയില്‍ നിര്‍മാണത്തിലിരിക്കുന്ന മേല്‍പ്പാലം തകര്‍ന്നു വീണു.,HALF TRUE,"In the capital of the state of the state, the Grail has fallen to the ground and it has fallen to the ground."
FAKE_1165,കാസര്‍ഗോഡ് പെരിയയില്‍ കൊല്ലപ്പെട്ട കൃപേഷിന്റെ വീട്,HALF TRUE,The house of grace that was killed in São Paulo.
FAKE_1166,കാസർഗോഡ് കന്യാകുമാരി പത്തുവരി പാത നിർമിക്കുമെന്ന് മുഖ്യമന്ത്രി,FALSE     ,The chief minister of the World Health Organization will establish a ten - mile - long path
FAKE_1167,കൊല്ലത്ത് ലെയ്‌സ് ചോദിച്ചിട്ട് നല്‍കിയില്ലെന്ന കാരണത്താല്‍ 19കാരനെ മര്‍ദ്ദിച്ച സംഘം സിപിഎം പ്രവര്‍ത്തകരാണ്,FALSE     ,A 19 - year - old woman in the United States who has been asked for a reason in the year ' s is a 19 - year - old girl who has been arrested for asking for a reason that she didn't want to be a doctor.
FAKE_1168,തിരഞ്ഞെടുപ്പുസമയത്ത് ഉമ്മന്‍ചാണ്ടിക്കു വേണ്ടി പുതുപ്പള്ളിയിലും ബിന്ദു കൃഷ്ണയ്ക്കു വേണ്ടി കൊല്ലത്തും സംസാരിച്ച വനിതാ പ്രവര്‍ത്തകത്തന്നെയാണ് കെ-റെയില്‍ വിരുദ്ധ സമരത്തിനെത്തിയത്.,FALSE     ,"At the time of the choice, the lady has been opposed to the struggle for her mother to kill her new daughter in New York and for her daughter - in - law who spoke for her daughter-in-law."
FAKE_1169,"പുതുപ്പള്ളിയിലും, കൊല്ലത്തും കോൺഗ്രസ് സ്ഥാനാർത്ഥികൾക്കായി വൈകാരിക പ്രകടനം നടത്തിയത് ഒരേ സ്ത്രീകൾ",FALSE     ,"The same has been shown to women in New Year's, year and year."
FAKE_1170,ആടിനെ വിറ്റ് മുഖ്യമന്ത്രിയുടെ ദുരിതാശ്വാസനിധിയിലേക്ക് പണമടച്ച കൊല്ലം സ്വദേശി സുബൈദയുടെ പുരയിടത്തിലും സിൽവർലൈനിന്റെ കല്ലിട്ടു,FALSE     ,"For the year when the chief minister sold his sheep to the relief of the chief minister's relief, he was put to a stone in the local town of São Paulo and in Paris."
FAKE_1171,കോട്ടയം മുനിസിപ്പാലിറ്റിയില്‍ ബിജെപിയുമായി ചേര്‍ന്ന് ഭരിക്കാന്‍ തയാറാണെന്ന് പ്രതിപക്ഷനേതാവും സിപിഎം അംഗവുമായ ഷീജ അനില്‍ വ്യക്തമാക്കി.,FALSE     ,"In the castle of the castle, the accused may have shown that he was ready to rule as a military officer with P.B.I.E., and he may have been a member of the Governing Body of Jehovah's Witnesses."
FAKE_1172,ഗണേശോത്സവത്തിന്റെ ഭാഗമായി പാലക്കാട് ജില്ലയിലെ ആഘോഷങ്ങള്‍ക്ക് ലൗഡ് സ്പീക്കര്‍ നിയന്ത്രണം ഏര്‍പ്പെടുത്തിയത് ഹിന്ദു ആരാധനാലയങ്ങളെ മാത്രം ലക്ഷ്യം വച്ചാണ്.,HALF TRUE,"As part of the international festival, the New Year's celebration of the bridge has only been set up by the Hindu Church."
FAKE_1173,പാലക്കാട് കൊലപാതകങ്ങളുടെ പശ്ചാത്തലില്‍ ആഭ്യന്തരവകുപ്പ് പരാജയമെന്ന് പണറായി വിജയന്‍ കുറ്റസമ്മതം നടത്തി.,FALSE,"In the background of the bridge's murder cases of civil war, the success was declared to be a failure."
FAKE_1174,ബിവറേജസ് ഔട്ട്‌ലെറ്റുകള്‍ തുറന്ന ആദ്യ ദിനത്തില്‍ പാലക്കാട് നിന്നുള്ള ചിത്രം,MOSTLY FALSE,The image from the BPPPPPPs out of the opening file on the first day of the day.
FAKE_1175,മാളികപ്പുറം സിനിമ കാണാന്‍ പത്തനംതിട്ടയിലെ ധന്യ രമ്യ തിയറ്ററിലെത്തിയ യുവതികളെ തടയുന്നു.,MOSTLY FALSE,The young woman in the front of the theater who has come to see a movie on the other side of the street is prevented from seeing the young women who have come to the front of the theater.
FAKE_1176,ജോയ് ആലുക്കാസ് ജ്വല്ലറിയും ഭീമ ജ്വല്ലറിയും ചേർന്ന് തിരുവനന്തപുരം പദ്മനാഭ സ്വാമി ക്ഷേത്രത്തിന് സമർപ്പിച്ച വജ്രവും സ്വർണവും ചേർത്തുള്ള അനന്തശയന വിഗ്രഹം,MOSTLY FALSE,"Jossssa and Amorina are not the same as the one dedicated to the temple, dedicated to the temple, made up of gold, gold, gold, gold, and gold."
FAKE_1177,പ്രധാനമന്ത്രി നരേന്ദ്ര മോദിയുടെ ചിത്രം വെച്ച് തിരുവനന്തപുരം സര്‍ക്കാര്‍ എഞ്ചിനീയറിംഗ് കോളേജിലെ ടോപ്പര്‍മാരെ അഭിനന്ദനങ്ങള്‍ അര്‍പ്പിക്കുന്ന ബാനര്‍,FALSE,"In the picture of the prime minister Matomi, the Ministry of Washington, U.S.A., commendations at the engineer University of Washington University, U.S.A., have a half - half - year - old girl, who is a member of the Governing Body of Jehovah's Witnesses, who is a member of the Governing Body of Jehovah's Witnesses, who is a member of the Governing Body of Jehovah's Witnesses in Brooklyn, New York, New York, U.S.A., U.S.A., U.S.A.A., who serves as a member of the Governing Body of Jehovah's Witnesses in Brooklyn, U.S.A.A., who lives in the United States"
FAKE_1178,500 രൂപയ്ക്ക് ആജീവനാന്ത ക്യാന്‍സര്‍ ചികിത്സാ പദ്ധതിയുമായി തിരുവനന്തപുരം ആര്‍സിസി.,MOSTLY FALSE,"For 500 rupees, he'll be able to perform a total of 500 treatment plans with a medical project."
FAKE_1179,തിരുവനന്തപുരത്ത് കൊല്ലമ്പുഴയില്‍ വിചിത്രമായ മൃഗങ്ങള്‍ ഇറങ്ങിയിട്ടുണ്ട് അതില്‍ ഒന്ന് കൊല്ലപ്പെട്ടു എന്ന തരത്തില്‍ ഒരു വീഡിയോ,FALSE,There's been so many strange animals on the roof of the temple that they were killed in a video on a video called a murder scene.
FAKE_1180,"ഏപ്രിൽ 23 , 2022ന് താനും സുപ്രിയ സൂലെയും വിവാഹിതരാകുന്നു എന്ന വിവരം തിരുവനന്തപുരം എംപി ശശി തരൂർ ട്വിറ്ററിലൂടെ അറിയിച്ചു",FALSE,"On April 23, 2022, Jesus told the man that he and his friend were getting married and that he had told him that he was getting married."
FAKE_1181,"പുരുഷോത്തം തീർത്ഥഹള്ളി:
ഫെയ്‌സ്ബുക്ക് ഉപയോക്താവ് പുരുഷോത്തം തീർത്ഥഹള്ളി ഒരു സ്ത്രീയെ വിവരണം വായിച്ച് അഭിനന്ദിക്കുന്ന വീഡിയോ പോസ്റ്റ് ചെയ്തു, “ആനിസ് കൺമണി ജോയ് തിരുവനന്തപുരം മെഡിക്കൽ കോളേജിലെ നഴ്‌സായിരുന്നു. ഐ‌എ‌എസ് പൂർത്തിയാക്കിയ അവർ കൊഡാഗുവിൽ ഡിസ്ട്രിക്റ്റ് കമ്മീഷണറായി നിയമിതയായി. അവരുടെ നഴ്സിംഗ് അനുഭ...",MOSTLY FALSE,"Man or woman, the user of F. F. F. F. F.I.E.L.L.L.D. wrote a report on a woman who has read the video on a man or a woman who has read the video on video screen, saying that she was a nurse at the hospital of the University of São Paulo, who had finished her job as a nurse...."
FAKE_1182,തിരുവനന്തപുരം ബിജെപി ഓഫിസിനു സമീപം നിര്‍ത്തിയിട്ടിരുന്ന ലോറി ആര്‍എസ്എസ് പ്രവര്‍ത്തകര്‍ അടിച്ചു തകര്‍ത്തു,MOSTLY FALSE,The L.R.I.E.L.R.R.R.R.R.-E-D-D-E-L-D-D-E-L-D-D-E-L-D-L-D-D-E-L-D-E-L-D-L-D-E-L-E-L-D-L-D-D-E-L-L-D-D-E-L-D-D-E-L-L-E-L-D-D-D-E-L-E-L-E-L-D-D-D-D-E-L-D-D-D-D-E-E-L-D-E-L-D-D-D-E-L-L-D-D-D-D-D-E-L-D-D-D-D-L-D-D-D-D-D-L-D-D-D-D-D-D-D-D-D-D-
FAKE_1183,തെരുവിൽ പാട്ട് പാടി ജീവിക്കുന്ന തിരുവനന്തപുരം സംഗീത കോളേജിലെ പൂർവ വിദ്യാർഥി. തെറ്റ്.,FALSE,The first student in college who sang the song on the street was a student who was wrong.
FAKE_1184,"തിരുവനന്തപുരം, കോവളത്ത് നൂറുകണക്കിന് സിപിഎമ്മുകാര്‍ പാര്‍ട്ടി വിട്ട് ബിജെപിയില്‍ ചേര്‍ന്നു.",HALF TRUE,The Holy Hall has left hundreds of women behind in P.B.I.E. and joined the B.B.I.E.
FAKE_1185,ബ്രോയ്‌ലർ കോഴി യുടെ ഉപയാഗം കൂടുതൽ ഉള്ളവരാണ് തിരുവനന്തപുരം RCC-യിലെ 80% ക്യാൻസർ രോഗികൾ.,MOSTLY FALSE,"There are more than 80% of the night's table in RCCC, and the patient is more likely to have more than enough food to eat."
FAKE_1186,അഴീക്കോട്‌ പുലി ഇറങ്ങി.. തൃശൂരിലെ പോലെയുള്ള ഓണ പുലിയല്ല.. ഒറിജിനൽ.,FALSE,"It's not like a black hole in the eye, it's not a black hole, it's the truth."
FAKE_1187,തൃശൂര്‍ ശോഭാസിറ്റി മാളിനു വേണ്ടി കെ-റെയില്‍ റൂട്ട് മാപ്പില്‍ മാറ്റം വരുത്തി.,MOSTLY FALSE,KDE root root was changed on the map for the displaying moon.
FAKE_1188,തൃശ്ശൂർ ജില്ലാ ആശുപത്രിയിലുണ്ടായ എസ്എഫ്ഐ-എഐഎസ്എഫ് സംഘർഷത്തിൻറെ വീഡിയോ.,HALF TRUE,It's a video on the U.S.I.I.A. conflict in the OSSS.A.
FAKE_1189,തൃശൂർ പൂരത്തിനു അനുമതി കൊടുക്കാത്ത സംസ്‌ഥാന സർക്കാർ മുസ്ലിം സമുദായത്തിന് ഇഫ്‌താർ വിരുന്ന് നടത്താൻ അനുമതി നൽകി,PARTLY FALSE,The Motherlandal government granted permission to order the Muslim nation to celebrate the New Year's Evening Meal.
FAKE_1190,ഇക്കഴിഞ്ഞ ദിവസം വയനാട് സന്ദര്‍ശിക്കാനെത്തിയ രാഹുല്‍ ഗാന്ധിയുടെ ചിത്രം.,MOSTLY FALSE,"The picture of Mr. Gandhi, who has come to Mr. Gandhi for the past day."
FAKE_1191,തിരൂരിൽ ആക്രമിക്കപ്പെട്ട വന്ദേ ഭാരത് എക്‌സ്പ്രസ്സിന്റെ പടം,PARTLY FALSE,The burden of the waves that has been hit on the waves is the picture of the application.
FAKE_1192,പോപ്പുലര്‍ ഫ്രണ്ട് നിരോധിച്ചതിന് പിന്നാലെ അവരുടെ തിരൂര്‍ ഓഫിസ് സിപിഎം ഓഫിസാക്കി മാറ്റി. പോപ്പുലര്‍ ഫ്രണ്ടിന്റെ ഫേസ്ബുക്ക് പേജും സിപിഎം തിരൂര്‍ എന്നാക്കി.,MOSTLY FALSE,They were transferred to the poster's office for the prohibited contact and turned to the poster's address.
FAKE_1193,നെഹ്രു കുടുംബത്തിൽ നിന്നും ഒരു ഗായിക.... പ്രിയങ്ക ഗാന്ധിയുടെയും റോബർട്ട് വദേരയുടേയും മകൾ ജോനിറ്റ ഗാന്ധി യുടെ മനോഹര ഗാനങ്ങൾ ....,FALSE,"A song of dear Gandhi and Robert's daughter Jonathan and his daughter, Jonathan, are the beautiful songs of Gandhi."
FAKE_1194,മഹാരാഷ്‌ടയിൽ ദളിത് സ്ത്രീ ഹിന്ദു ക്ഷേത്രത്തിൽ കയറിയത് തല്ലി കൊല്ലുന്നു. ഇതാണ് സനാതന ധർമം,FALSE,The woman who went into the Hindu temple on the great kingdom was killed and killed.
FAKE_1195,വിഷം കുത്തിവെക്കുന്നത് കയ്യോടെ പിടികൂടി .. 💉💉 പച്ചക്കറി വാങ്ങും മുന്നേ ഇതൊന്ന് കാണൂ ഭയാനകം,FALSE,It's a terrible thing to see before I get some rice.
FAKE_1196,നിപ്പ മൂന്നാം ഘട്ടവും വന്നപ്പോഴാണ് ടീച്ചറമ്മ സ്ഥാപിച്ച വൈറോളജി ലാബ് വെറും മിത്തായിരുന്നു എന്ന് പ്രബുദ്ധർക്ക് മനസ്സിലായത്..🤔,FALSE,"And when the third stage came, the teacher's mother-in-law, Laban, found out that Laban was just an old lady."
FAKE_1197,അധോവായു പുറന്തള്ളിയാല്‍ പിഴ ഈടാക്കുമെന്ന് ഏഷ്യാനെറ്റ് ന്യൂസ് വാര്‍ത്ത നല്‍കി,FALSE,The Asian news press gave us a report that the criminal would be punished.
FAKE_1198,ഏഷ്യാനെറ്റ് ന്യൂസ് ചാനലിലെ വാർത്താ അവതാരകനായ വിനു വി ജോണിന്‍റെ ട്വീറ്റ്,FALSE,John Siddley to the news press press in Asia news
FAKE_1199,വിമാനത്തില്‍ മുഖ്യമന്ത്രിക്കെതിരെ പ്രതിഷേധിച്ച സംഭവത്തിലെ മൂന്നാം പ്രതി ഏഷ്യാനെറ്റ് ന്യൂസ് റിപ്പോര്‍ട്ടറുടെ ഭാര്യ സഹോദരനാണെന്ന് മാതൃഭൂമി ന്യൂസ് വാര്‍ത്ത,FALSE,A mother-in-law report reports that her third defense against the main minister in the plane is that she is her wife to the Asia news news news report.
FAKE_1200,ചീഫ് സെക്രട്ടറിയുടെ ഗുജറാത്ത് സന്ദര്‍ശനം; ഏഷ്യാനെറ്റ് ന്യൂസ് ക്ഷമാപണം നടത്തിയെന്ന ന്യൂസ് കാര്‍ഡ്.,FALSE,"The news news news reports that the chief official of the secretary's office, the Asia news official, received an apology."
