ID,News,Label
FAKE_1178,500 രൂപയ്ക്ക് ആജീവനാന്ത ക്യാന്‍സര്‍ ചികിത്സാ പദ്ധതിയുമായി തിരുവനന്തപുരം ആര്‍സിസി.,MOSTLY FALSE
FAKE_1179,തിരുവനന്തപുരത്ത് കൊല്ലമ്പുഴയില്‍ വിചിത്രമായ മൃഗങ്ങള്‍ ഇറങ്ങിയിട്ടുണ്ട് അതില്‍ ഒന്ന് കൊല്ലപ്പെട്ടു എന്ന തരത്തില്‍ ഒരു വീഡിയോ,FALSE
FAKE_1180,"ഏപ്രിൽ 23 , 2022ന് താനും സുപ്രിയ സൂലെയും വിവാഹിതരാകുന്നു എന്ന വിവരം തിരുവനന്തപുരം എംപി ശശി തരൂർ ട്വിറ്ററിലൂടെ അറിയിച്ചു",FALSE
FAKE_1181,"പുരുഷോത്തം തീർത്ഥഹള്ളി:
ഫെയ്‌സ്ബുക്ക് ഉപയോക്താവ് പുരുഷോത്തം തീർത്ഥഹള്ളി ഒരു സ്ത്രീയെ വിവരണം വായിച്ച് അഭിനന്ദിക്കുന്ന വീഡിയോ പോസ്റ്റ് ചെയ്തു, “ആനിസ് കൺമണി ജോയ് തിരുവനന്തപുരം മെഡിക്കൽ കോളേജിലെ നഴ്‌സായിരുന്നു. ഐ‌എ‌എസ് പൂർത്തിയാക്കിയ അവർ കൊഡാഗുവിൽ ഡിസ്ട്രിക്റ്റ് കമ്മീഷണറായി നിയമിതയായി. അവരുടെ നഴ്സിംഗ് അനുഭ...",MOSTLY FALSE
FAKE_1182,തിരുവനന്തപുരം ബിജെപി ഓഫിസിനു സമീപം നിര്‍ത്തിയിട്ടിരുന്ന ലോറി ആര്‍എസ്എസ് പ്രവര്‍ത്തകര്‍ അടിച്ചു തകര്‍ത്തു,MOSTLY FALSE
FAKE_1183,തെരുവിൽ പാട്ട് പാടി ജീവിക്കുന്ന തിരുവനന്തപുരം സംഗീത കോളേജിലെ പൂർവ വിദ്യാർഥി. തെറ്റ്.,FALSE
FAKE_1184,"തിരുവനന്തപുരം, കോവളത്ത് നൂറുകണക്കിന് സിപിഎമ്മുകാര്‍ പാര്‍ട്ടി വിട്ട് ബിജെപിയില്‍ ചേര്‍ന്നു.",HALF TRUE
FAKE_1185,ബ്രോയ്‌ലർ കോഴി യുടെ ഉപയാഗം കൂടുതൽ ഉള്ളവരാണ് തിരുവനന്തപുരം RCC-യിലെ 80% ക്യാൻസർ രോഗികൾ.,MOSTLY FALSE
FAKE_1186,അഴീക്കോട്‌ പുലി ഇറങ്ങി.. തൃശൂരിലെ പോലെയുള്ള ഓണ പുലിയല്ല.. ഒറിജിനൽ.,FALSE
FAKE_1187,തൃശൂര്‍ ശോഭാസിറ്റി മാളിനു വേണ്ടി കെ-റെയില്‍ റൂട്ട് മാപ്പില്‍ മാറ്റം വരുത്തി.,MOSTLY FALSE
FAKE_1188,തൃശ്ശൂർ ജില്ലാ ആശുപത്രിയിലുണ്ടായ എസ്എഫ്ഐ-എഐഎസ്എഫ് സംഘർഷത്തിൻറെ വീഡിയോ.,HALF TRUE
FAKE_1189,തൃശൂർ പൂരത്തിനു അനുമതി കൊടുക്കാത്ത സംസ്‌ഥാന സർക്കാർ മുസ്ലിം സമുദായത്തിന് ഇഫ്‌താർ വിരുന്ന് നടത്താൻ അനുമതി നൽകി,PARTLY FALSE
FAKE_1190,ഇക്കഴിഞ്ഞ ദിവസം വയനാട് സന്ദര്‍ശിക്കാനെത്തിയ രാഹുല്‍ ഗാന്ധിയുടെ ചിത്രം.,MOSTLY FALSE
FAKE_1191,തിരൂരിൽ ആക്രമിക്കപ്പെട്ട വന്ദേ ഭാരത് എക്‌സ്പ്രസ്സിന്റെ പടം,PARTLY FALSE
FAKE_1192,പോപ്പുലര്‍ ഫ്രണ്ട് നിരോധിച്ചതിന് പിന്നാലെ അവരുടെ തിരൂര്‍ ഓഫിസ് സിപിഎം ഓഫിസാക്കി മാറ്റി. പോപ്പുലര്‍ ഫ്രണ്ടിന്റെ ഫേസ്ബുക്ക് പേജും സിപിഎം തിരൂര്‍ എന്നാക്കി.,MOSTLY FALSE
FAKE_1193,നെഹ്രു കുടുംബത്തിൽ നിന്നും ഒരു ഗായിക.... പ്രിയങ്ക ഗാന്ധിയുടെയും റോബർട്ട് വദേരയുടേയും മകൾ ജോനിറ്റ ഗാന്ധി യുടെ മനോഹര ഗാനങ്ങൾ ....,FALSE
FAKE_1194,മഹാരാഷ്‌ടയിൽ ദളിത് സ്ത്രീ ഹിന്ദു ക്ഷേത്രത്തിൽ കയറിയത് തല്ലി കൊല്ലുന്നു. ഇതാണ് സനാതന ധർമം,FALSE
FAKE_1195,വിഷം കുത്തിവെക്കുന്നത് കയ്യോടെ പിടികൂടി .. 💉💉 പച്ചക്കറി വാങ്ങും മുന്നേ ഇതൊന്ന് കാണൂ ഭയാനകം,FALSE
FAKE_1196,നിപ്പ മൂന്നാം ഘട്ടവും വന്നപ്പോഴാണ് ടീച്ചറമ്മ സ്ഥാപിച്ച വൈറോളജി ലാബ് വെറും മിത്തായിരുന്നു എന്ന് പ്രബുദ്ധർക്ക് മനസ്സിലായത്..🤔,FALSE
FAKE_1197,അധോവായു പുറന്തള്ളിയാല്‍ പിഴ ഈടാക്കുമെന്ന് ഏഷ്യാനെറ്റ് ന്യൂസ് വാര്‍ത്ത നല്‍കി,FALSE
FAKE_1198,ഏഷ്യാനെറ്റ് ന്യൂസ് ചാനലിലെ വാർത്താ അവതാരകനായ വിനു വി ജോണിന്‍റെ ട്വീറ്റ്,FALSE
FAKE_1199,വിമാനത്തില്‍ മുഖ്യമന്ത്രിക്കെതിരെ പ്രതിഷേധിച്ച സംഭവത്തിലെ മൂന്നാം പ്രതി ഏഷ്യാനെറ്റ് ന്യൂസ് റിപ്പോര്‍ട്ടറുടെ ഭാര്യ സഹോദരനാണെന്ന് മാതൃഭൂമി ന്യൂസ് വാര്‍ത്ത,FALSE
FAKE_1200,ചീഫ് സെക്രട്ടറിയുടെ ഗുജറാത്ത് സന്ദര്‍ശനം; ഏഷ്യാനെറ്റ് ന്യൂസ് ക്ഷമാപണം നടത്തിയെന്ന ന്യൂസ് കാര്‍ഡ്.,FALSE
FAKE_1201,"സൗജന്യ ഭക്ഷ്യകിറ്റ് സർക്കാരിന് ബാധ്യത, അടുത്ത സർക്കാരിന് ഇത് തുടരാനാകില്ല എന്ന് എൽ.ഡി.എഫ്‌ കൺവീനർ എ. വിജയരാഘവൻ പറഞ്ഞതായി ഏഷ്യാനെറ്റ്‌ ന്യൂസ്‌ റിപ്പോർട്ട്‌.",MOSTLY FALSE
FAKE_1202,ഫ്രഷ് മാൻഡ്രേക് എഫെക്റ്റ്,FALSE
FAKE_1203,പ്രിയപ്പെട്ട കുടുംബാം ഗങ്ങളെ. COVID -19 സപ്പോർട്ടിങ് പ്രോഗ്രാം എന്ന പദ്ധതി പ്രകാരം 1 മുതൽ പ്ലസ് ടു വരെ പഠിക്കുന്ന കുട്ടികൾക്ക്‌ ആൾ ഒന്നിന് Rs 10000- പതിനായിരം രൂപ വീതം പ്രധാനമന്ത്രിയുടെ ധനസഹായം ലഭിക്കുന്നു.,FALSE
FAKE_1204,ഇന്ത്യൻ സമയം 5 മണിക്ക് ഈ പേജിൽ മുഴുവനായി വരുന്നതാണ് .Stay tuned !,FALSE
FAKE_1205,"നമസ്തേ ആരുടെയെങ്കിലും അമ്മയോ സഹോദരിയോ അവരുടെ സ്വന്തം ഫോട്ടോയുടെ ഒരു ഡിപി വാട്‌സ്ആപ്പിൽ പോസ്റ്റ് ചെയ്തിട്ടുണ്ടെങ്കിൽ, അത് ഉടൻ മാറ്റാൻ അവരോട് ആവശ്യപ്പെടുക കാരണം നിങ്ങളുടെ വാട്ട്‌സ്ആപ്പ് നമ്പറും വിവരവുമുള്ള വാട്ട്‌സ്ആപ്പിൽ ഐസിസിൽ നിന്നും ചൈനയിൽ നിന്നുമുള്ള ഹാക്കർമാർ ഉണ്ട്. നിങ്ങളുട...",FALSE
FAKE_1206,മാതൃകയായി- കേരള പോലീസ്.......,MOSTLY FALSE
FAKE_1207,ശ്ശൊടാ_ദുരന്തൻ_ലോണ്ടേ_വീണ്ടും..! ഈ_വട്ടാവളിയനെ_പിടിച്ച്... പൊട്ടകിണറ്റിലിടാൻ_ഇവടാരുമില്ലേ..,FALSE
FAKE_1208,സകല വെടക് ആളുകളും നന്നാവുന്ന മാസമാണ് റമദാൻ ഇത് എന്ത് ജന്മമാണ്,FALSE
FAKE_1209,കോവിഡിന് കാരണം വൈറസല്ല ബാക്ടീരിയ: ലോകത്തെ ഞെട്ടിച്ച് ഇറ്റാലിയന്‍ ഡോക്ടര്‍മാര്‍,FALSE
FAKE_1210,ശബരിമല പ്രക്ഷോഭത്തെ നേരിടുന്നതിനിടെ സമരക്കാരോട് ആക്രേശിക്കുന്ന മനോജ് എബ്രഹാം.,MOSTLY FALSE
FAKE_1211,ശബരിമലയിലെ വഴിയോര ഹോട്ടലില്‍ ഭക്ഷണം കഴിക്കാനെത്തിയ മ്ലാവ്.,MOSTLY FALSE
FAKE_1212,"സ്ത്രീകൾക്ക് പ്രവേശനമില്ലാത്ത സാണ്ടൂർ കുമാരസ്വാമി ക്ഷേത്രത്തിൽ ആയിരംവർഷം പഴക്കമുള്ള ആചാരം ലംഘിച്ച് സ്ത്രീകൾ പ്രവേശിച്ചിട്ടും, ശബരിമലയിൽ സമരം ചെയ്ത ബിജെപിക്ക് പ്രതിഷേധമില്ല.",HALF TRUE
FAKE_1213,ശബരിമല അയ്യപ്പ ക്ഷേത്രത്തിൽ പ്രസാദമായി ലഭിക്കുന്ന അരവണ പായസത്തിന് കോൺട്രാക്ട് ദേവസ്വം ബോർഡ് ഒരു മുസ്ലിം കമ്പനിയെ ഏൽപ്പിച്ചു,MOSTLY FALSE
FAKE_1214,കെഎസ്ആര്‍ടിസി പുതുതായി ആരംഭിച്ച സിറ്റി സര്‍ക്കുലര്‍ ഇലക്ട്രിക് ബസുകള്‍ FAME 2 പദ്ധതി പ്രകാരം കേന്ദ്ര സര്‍ക്കാര്‍ അനുവദിച്ചതാണ്.,MOSTLY FALSE
FAKE_1215,ബസ് ചാര്‍ജ് വര്‍ധനവ് നടപ്പാക്കിയപ്പോള്‍ ദൂരപിരിധി വെട്ടിക്കുറച്ച് പകുതിയാക്കിയതുവഴി ഇരട്ടി തുക നല്‍കേണ്ടി വരുന്നു.,HALF TRUE
FAKE_1216,കെഎസ്ആര്‍ടിസി ബസിലെ വനിതാ സീറ്റിലുള്ള സംവരണം യാത്ര ആരംഭിക്കുന്ന സ്റ്റേഷനില്‍ നിന്നുള്ളവര്‍ക്ക് മാത്രമാണ്.,FALSE
FAKE_1217,കന്നിയാത്രയില്‍ തന്നെ അമിത വേഗത്തിലെത്തിലോടിച്ച് കെഎസ്ആര്‍ടിസി സ്വിഫ്റ്റ് ബസ് അപകടം സൃഷ്ടിച്ചു.,HALF TRUE
FAKE_1218,കണ്ണൂര്‍-കൊട്ടിയൂര്‍ റൂട്ടില്‍ ഒരേ ദിവസം രണ്ട് നിരക്ക് ഈടാക്കി കെഎസ്ആര്‍ടിസി.,MOSTLY FALSE
FAKE_1219,മൊറോക്കോയിൽ അടുത്തിടെയുണ്ടായ ഭൂകമ്പത്തിൽ തകർന്ന കെട്ടിടങ്ങൾക്കിടയിൽ കുടുങ്ങിയ കുട്ടിയെ രക്ഷപ്പെടുത്തുന്ന വീഡിയോ.,FALSE
FAKE_1220,ശോചനീയാവസ്ഥയിലുള്ള തലശേരി ജനറല്‍ ആശുപത്രിയുടെ ചിത്രം.,MOSTLY FALSE
FAKE_1221,വൃദ്ധയുടെ പരാതി കേള്‍ക്കാന്‍ പടിക്കെട്ടില്‍ എത്തിയ ഭുവനപ്പള്ളി ജില്ലാ ജഡ്ജി.,HALF TRUE
FAKE_1222,പിണറായി വിജയനെതിരെ മുദ്രാവാക്യം വിളിച്ചതിനാണ് ഗ്രോ വാസു അറസ്റ്റിലായത്.,HALF TRUE
FAKE_1223,സംസാരിക്കാൻ കഴിയാത്ത സ്ത്രീയുടെ കുട്ടിയെ തട്ടിക്കൊണ്ട് പോകുന്ന വീഡിയോ.,FALSE
FAKE_1224,ജഗൻ ലണ്ടൻ സന്ദർശിച്ചപ്പോൾ അദ്ദേഹത്ത സ്വീകരിക്കാൻ എയർപോർട്ടിൽ തടിച്ചുക്കൂടിയ തെലുഗു ജനതയുടെ വീഡിയോ.,FALSE
FAKE_1225,ശ്രീനാരായണ ഗുരുവിന്റെ മാതാപിതാക്കളുടെ അപൂര്‍വ ചിത്രം.,MOSTLY FALSE
FAKE_1226,സൗദിയിൽ ഇന്ത്യൻ പ്രധാനമന്ത്രിയുടെ സ്വർണപ്രതിമ സ്ഥാപിച്ചിരിക്കുന്നു.,MOSTLY FALSE
FAKE_1227,മൊറോക്കോ ഭൂകമ്പത്തില്‍ നിന്നുള്ള ചിത്രം.,MOSTLY FALSE
FAKE_1228,കൈയ്യുറ ധരിച്ച് കൊണ്ട് കുട്ടിയെ എടുക്കുന്ന എംകെ സ്റ്റാലിന്റെ ചിത്രം അദ്ദേഹത്തിന്റെ തൊട്ടുകൂടായ്മ വ്യക്തമാക്കുന്നു,MOSTLY FALSE
FAKE_1229,മുസ്ലിം കുട്ടിയുടെ നെറ്റിയിൽ ജയ് ശ്രീ റാം എന്നെഴുതി സംഘപരിവാർ പ്രവർത്തകർ,HALF TRUE
FAKE_1230,ജി20 ഉച്ചകോടിയ്ക്കായി ഇന്ത്യയിലെത്തിയ ഡച്ച് പ്രധാനമന്ത്രി നിലത്തുവീണ കാപ്പി തുടയ്ക്കുന്ന ദൃശ്യങ്ങൾ,FALSE
FAKE_1231,ബിജെപി പിന്തുണയോടെ എല്‍ഡിഎഫ് പാവറട്ടി പഞ്ചായത്ത് ഭരണം നേടി.,HALF TRUE
FAKE_1232,ചാണ്ടി ഉമ്മനെയും കൂടെകൂട്ടി ബിജെപി വനിതാ നേതാവിൻ്റെ ക്ഷേത്ര ദർശനം,HALF TRUE
FAKE_1233,പറമ്പിൽ വിളയുന്ന പച്ചക്കറികൾ വേഗത്തിൽ വളരാൻ കെമിക്കൽ കുത്തിവയ്പ് നൽകുന്ന വീഡിയോ.,FALSE
FAKE_1234,ഡിഎംകെയ്ക്ക് ഹിന്ദുക്കളുടെ വോട്ട് വേണ്ടെന്ന് തമിഴ്‌നാട് മുഖ്യമന്ത്രി എം.കെ സ്റ്റാലിന്‍.,FALSE
FAKE_1235,മുതിര്‍ന്ന പൗരന്മാര്‍ക്കുള്ള യാത്രാ ഇളവ് റെയില്‍വെ പുന:സ്ഥാപിച്ചു.,MOSTLY FALSE
FAKE_1236,മുസ്ലിം യുവാവിന് ഒപ്പം ഒളിച്ചോടുന്ന ഹിന്ദു യുവതി.,FALSE
FAKE_1237,2014ല്‍ 1270 വരെ പാചകവാതക വില ഉണ്ടായിരുന്ന വിവരം മറച്ചുവച്ചാണ് ഇപ്പോള്‍ വില ഉയരുന്നതായി പ്രതിപക്ഷം പ്രചരിപ്പിക്കുന്നത്.,HALF TRUE
FAKE_1238,മുസ്ലീം വിദ്യാര്‍ഥികളോ അധ്യാപകരോ കൂടുതലുള്ള കേരളത്തിലെ സ്‌കൂളുകള്‍ക്ക് മുസ്ലീം പേര് നല്‍കുന്നു.,MOSTLY FALSE
FAKE_1239,തൃശൂർ ചേലക്കര കളപ്പാറയിൽ പച്ചക്കറി വിറ്റുപോകാതെ കെട്ടിക്കിടക്കുന്നു.,MOSTLY FALSE
FAKE_1240,പുതുപ്പള്ളിയിലെ കൊട്ടിക്കലാശത്തില്‍ പങ്കെടുത്ത DYFI പ്രവര്‍ത്തകര്‍ ആര്‍എസ്എസിന്റെ കാവി പതാക തലയില്‍കെട്ടിയിരിക്കുന്നു.,MOSTLY FALSE
FAKE_1241,നടന്‍ കൃഷ്ണപ്രസാദിന് നെല്‍കൃഷിയുടെ പണം കിട്ടിയില്ലെന്ന പ്രസ്ഥാവ പിന്‍വലിച്ച് ജയസൂര്യ മാപ്പ് പറഞ്ഞതായി വാര്‍ത്ത.,MOSTLY FALSE
FAKE_1242,മലങ്കരസഭയുടെ വൈദികരെ വിദ്യാര്‍ഥിനികള്‍ സൂക്ഷിക്കണമെന്ന് സഭാ വക്താവിന്റെ മുന്നറിയിപ്പ്.,FALSE
FAKE_1243,ചന്ദ്രനിൽ നിന്ന് ചന്ദ്രയാൻ-3 പകർത്തിയ ഭൂമിയുടെ ചിത്രം.,FALSE
FAKE_1244,ഇസ്രോ ചെയർമാൻ എസ് സോമനാഥ് ബംഗളൂരുവിലുള്ള ആർഎസ്എസ് കാര്യാലയം സന്ദർശിക്കുന്നതിൻ്റെ വീഡിയോ,MOSTLY FALSE
FAKE_1245,ദേശീയ ചിഹ്നവും ഇസ്രോ ലോഗോയും ചന്ദ്രനിൽ മുദ്രകുത്തിയതിൻ്റെ ചിത്രം.,MOSTLY FALSE
FAKE_1246,റഷ്യയുടെ ചാന്ദ്ര ദൗത്യം ലൂണ 25 തകരുന്ന കാഴ്ച്ച.,FALSE
FAKE_1247,പുതുപ്പള്ളിയിലെ തകര്‍ന്ന റോഡിലൂടെയുള്ള ഉമ്മന്‍ചാണ്ടിയുടെയും മകന്‍ ചാണ്ടി ഉമ്മന്റെയും തിരഞ്ഞെടുപ്പ് പ്രചാരണം.,HALF TRUE
FAKE_1248,മലപ്പുറം പെരിന്തൽമണ്ണ റൂട്ടിൽ അരിപ്ര പാടത്ത് വിമാനം ഇടിച്ചിറക്കിയതിൻ്റെ വീഡിയോ.,FALSE
FAKE_1249,കെഎം അഭിജിത് മുസ്ലീം പെൺകുട്ടിയെ വിവാഹം ചെയ്തത് മതപരിവർത്തനത്തിന് ശേഷം,FALSE
FAKE_1250,കൈക്കൂലി വാങ്ങിയ വാളയാര്‍ എക്‌സൈസ് ചെക്ക് പോസ്റ്റ് ഉദ്യോഗസ്ഥന്‍ പിടിയിലായി.,MOSTLY FALSE
FAKE_1251,പാറശാലയില്‍ ഉമ്മന്‍ചാണ്ടിയുടെ സ്തൂപം തകര്‍ത്തതിന് യൂത്ത് കോണ്‍ഗ്രസ് പ്രവര്‍ത്തകന്‍ അറസ്റ്റില്‍.,FALSE
FAKE_1252,മുഖ്യമന്ത്രിയുടെ മകൾ പണം കൈപറ്റിയതിന്റെ തെളിവ് സഹിതം പുറത്തുവന്നതിൻ്റെ പ്രതികാര നടപടിയുടെ ഭാഗമായി മാത്യു കുഴൽ നാടൻ്റെ കുടുംബത്തെ ദ്രോഹിക്കുന്ന ചിത്രം.,FALSE
FAKE_1253,അർത്തുങ്കൽ കടപ്പുറത്ത് ഓഗസ്റ്റ് 13ന് കണ്ട തിമിംഗലം,FALSE
FAKE_1254,പുതുപ്പള്ളിയിലെ പാലത്തിലൂടെ നടന്നുവരുന്ന ഉമ്മന്‍ചാണ്ടിയുടെ ചിത്രം.,MOSTLY FALSE
FAKE_1255,പെഴ്സീഡ് ഉൽക്കമഴയുടെ വീഡിയോ.,MOSTLY FALSE
FAKE_1256,മുഖ്യമന്ത്രിയുടെ മണ്ഡലത്തിലെ ധര്‍മ്മടം വില്ലേജ് ഓഫിസിന്റെ കാലപ്പഴക്കം ചെന്ന കെട്ടിടം.,MOSTLY FALSE
FAKE_1257,താഴ്ന്ന സമുദായത്തിൽ പെട്ടവരുടെ വീടുകൾ തീയിടണമെന്ന് തമിഴ്നാട്ടിലെ ഒരു നേതാവ് ആഹ്വാനം ചെയ്യുന്ന വീഡിയോ.,MOSTLY FALSE
FAKE_1258,മുൻ രാഷ്ട്രപതി എപിജെ അബ്ദുൾ കലാം അമ്മയ്‌ക്കൊപ്പമുള്ള ചിത്രം.,FALSE
FAKE_1259,കൊച്ചിയിലെ മട്ടാഞ്ചേരിയില്‍ നിര്‍മാണം പൂര്‍ത്തിയായി വരുന്ന 400 ഫ്‌ളാറ്റുകളുള്ള സമുച്ചയം രാജ്യത്തെ ഏറ്റവും വലിയ ചേരി നിര്‍മാര്‍ജന പദ്ധതിയാണ്.,HALF TRUE
FAKE_1260,സുപ്രീം കോടതി ജസ്റ്റിസ് ഡി.വൈ ചന്ദ്രചൂഡ് മക്കളുടെ ആവശ്യപ്രകാരം അവരെ സുപ്രീം കോടതി സമുച്ചയത്തിൽ കൊണ്ടുപോയതിൻ്റെ ചിത്രം.,MOSTLY FALSE
FAKE_1261,സാമൂഹിക സുരക്ഷാ പെൻഷനിൽ 400 രൂപയുടെ വർദ്ധനവ്,MOSTLY FALSE
FAKE_1262,കലാപം നടക്കുന്ന മണിപ്പൂരിൽ നിന്നുള്ള കുക്കി-മെയ്തി വിഭാഗത്തിൽപ്പെട്ട രണ്ടുപേർ ഗാനമാലപിക്കുന്നു.,FALSE
FAKE_1263,എൻഎസ്എസ് ജനറൽ സെക്രട്ടറി ജി.സുകുമാരൻ നായരുടെ മകൻ ശാസ്ത്രാവബോധത്തെ കുറിച്ച് പ്രസംഗിക്കുന്നു.,FALSE
FAKE_1264,പെണ്‍വാണിഭ സംഘവുമായി ബന്ധമുണ്ടെന്ന് ആരോപണം ഉയര്‍ന്ന മുസ്ലീം ലീഗ് പ്രവര്‍ത്തകന്‍ ബദറു കൈതപ്പൊയില്‍ മുഖ്യമന്ത്രിക്കൊപ്പം സെല്‍ഫിയെടുക്കുന്ന ചിത്രം.,FALSE
FAKE_1265,ആലുവയില്‍ കൊല്ലപെട്ട അഞ്ചുവയസുകാരിയുടെ കുടുംബത്തിന് സര്‍ക്കാര്‍ ഒരു ലക്ഷം രൂപ മാത്രമാണ് നല്‍കിയത്.,HALF TRUE
FAKE_1266,ഹരിയാനയില്‍ അക്രമം ആരംഭിച്ച കല്ലേറിന്റെ ദൃശ്യം.,MOSTLY FALSE
FAKE_1267,മണിപ്പൂരിൽ ക്രിസ്ത്യൻ ആരാധനാലയം തകർക്കുന്ന വീഡിയോ,MOSTLY FALSE
FAKE_1268,ഷോപ്പിങ് മാളില്‍ നില്‍ക്കുന്ന അവസ്ഥയില്‍ മരണപ്പെട്ടയാളുടെ വീഡിയോ.,MOSTLY FALSE
FAKE_1269,വിമാനം വൈകിയതിന് യാത്രക്കാരോട് ക്ഷമ പറയുന്ന ജപ്പാന്‍ എയര്‍ലൈന്‍സ് ജീവനക്കാര്‍.,MOSTLY FALSE
FAKE_1270,മണിപ്പൂരിലെ സർക്കാർ നടപടികളെ ന്യായീകരിച്ചതിന് നോയിഡയിൽ ബിജെപി നേതാവിനെ നാട്ടുകാർ ഓടിച്ചിട്ട് തല്ലുന്നു.,FALSE
FAKE_1271,നദിയില്‍ ഇടിമിന്നല്‍ പതിക്കുന്ന ദൃശ്യം.,MOSTLY FALSE
FAKE_1272,വർഗീയ പ്രസംഗം നടത്തിയ സന്യാസിയെ അനാശാസ്യത്തിന് പിടികൂടി.,FALSE
FAKE_1273,ദാഹമകറ്റാൻ ക്ഷേത്രത്തിൽ കയറിയ കുട്ടിയെ സംഘപരിവാർ പ്രവർത്തകർ മർദ്ദിച്ചു,FALSE
FAKE_1274,പ്രധാനമന്ത്രി നരേന്ദ്ര മോദിക്കെതിരെ നടന്ന നഗ്ന പ്രതിഷേധം.,HALF TRUE
FAKE_1275,1968ന് ശേഷം മ്യാന്‍മറില്‍ നിന്ന് മണിപ്പൂരിലേക്ക് കുടിയേറിയവരാണ് കുക്കി വംശജര്‍.,MOSTLY FALSE
FAKE_1276,ട്രെയിനുകളിൽ ഇന്ത്യൻ റെയിൽവേ എന്ന് എഴുതിയിരിക്കുന്നത് അദാനി എന്നാക്കി മാറ്റി,MOSTLY FALSE
FAKE_1277,"""Sorry"" എന്ന ഇന്ത്യൻ ഷോട്ട് ഫിലിമിന് ഓസ്കാർ ലഭിച്ചു.",FALSE
FAKE_1278,വിദ്വേഷ മുദ്രാവാക്യം വിളിച്ച മുസ്ലീം യുവാക്കള്‍ക്കെതിരെ നടപടിയെടുത്തവര്‍ മുന്‍പ് തലശേരിയില്‍ സമാനമായ കുറ്റം ചെയ്ത ആര്‍എസ്എസിനെതിരെ നടപടിയെടുത്തിട്ടില്ല.,MOSTLY FALSE
FAKE_1279,വെള്ളത്തിലേക്ക് മിന്നലടിയ്ക്കുന്നതിൻ്റെ ഫോട്ടോ.,HALF TRUE
FAKE_1280,മണിപ്പൂരില്‍ യുവതിയെ മരത്തില്‍ കെട്ടിത്തൂക്കുന്ന വീഡിയോ.,MOSTLY FALSE
FAKE_1281,കുട്ടികളെ ലക്ഷ്യംവെച്ച് ലുപ്പോ കേക്കിനുള്ളിൽ ഗുളികകൾ,MOSTLY FALSE
FAKE_1282,ഇന്ത്യയില്‍ യുവതിയെ ക്രൂരമായി തലയ്ക്കടിച്ച് കൊല്ലുന്ന ദൃശ്യം.,MOSTLY FALSE
FAKE_1283,ഗണപതിയുടെ വാഹനമായ എലിയെ കൊന്നതിന് മുസ്ലീം യുവാവിനെതിരെ കേസ് എടുത്ത് ഉത്തര്‍ പ്രദേശ് പൊലീസ്.,HALF TRUE
FAKE_1284,ചാർമാഡി ഘട്ടിൽ ജൂലൈ 25 ന് നടന്ന വെള്ളപൊക്കത്തിന്റെ വീഡിയോ.,FALSE
FAKE_1285,മണിപ്പൂരിൽ പെൺകുട്ടിയെ തട്ടികൊണ്ട് പോകുന്ന വീഡിയോ,FALSE
FAKE_1286,സൗദിയിലെ ശരിയത്ത് നിയമം രാജകുമാരിക്ക് മാത്രം ബാധകമല്ല.,HALF TRUE
FAKE_1287,മണിപ്പൂരില്‍ താത്ക്കാലികമായി നിര്‍മിച്ച ക്രിസ്ത്യന്‍ ആരാധനാലയം പോലും പൊളിച്ചു നീക്കുന്നു.,MOSTLY FALSE
FAKE_1288,മിശ്രവിവാഹ കമ്മിറ്റി ഓഫീസ് തുടങ്ങി സിപിഎം,FALSE
FAKE_1289,ഏക സിവില്‍കോഡ് സംബന്ധിച്ച് സംശയം ചോദിച്ച ദളിത് സംഘപരിവാര്‍ പ്രവര്‍ത്തകരെ അവരുടെ ഉയര്‍ന്ന ജാതിയില്‍പ്പെട്ട നേതാവ് മര്‍ദ്ദിക്കുന്നു.,HALF TRUE
FAKE_1290,മണിപ്പൂരില്‍ രണ്ട് സ്ത്രീകളെ നഗ്നരാക്കി അക്രമിച്ച വൈറല്‍ വീഡിയോയുമായി ബന്ധപ്പെട്ട് അറസ്റ്റിലായ ആളുടെ ചിത്രം.,FALSE
FAKE_1291,മണിപ്പൂരിൽ സ്ത്രീ പൊലീസിനെ അടിച്ചോടിക്കുന്നു.,MOSTLY FALSE
FAKE_1292,മണിപ്പൂരിൽ സ്ത്രീകൾക്കെതിരെ നടന്ന അതിക്രമങ്ങളിൽ പ്രതിഷേധിച്ച് ജനം ബിജെപി പതാക കത്തിക്കുന്നു.,MOSTLY FALSE
FAKE_1293,കലാപം നടക്കുന്ന മണിപ്പൂരില്‍ നിന്നുള്ള കത്തിക്കരിഞ്ഞ മൃതദേഹങ്ങളുടെ ചിത്രം.,MOSTLY FALSE
FAKE_1294,ചൈനയിൽ കൃത്രിമ ക്യാബേജ് നിർമ്മിക്കുന്നതിൻ്റെ ദൃശ്യങ്ങൾ.,FALSE
FAKE_1295,ശ്രീഹരിക്കോട്ടയിലെ സതീഷ് ധവാന്‍ ബഹിരാകാശ കേന്ദ്രത്തില്‍ നിന്ന് ചന്ദ്രയാന്‍ 3 വിക്ഷേപിക്കുന്ന ദൃശ്യം വിമാനത്തില്‍ നിന്ന് പകര്‍ത്തയത്.,MOSTLY FALSE
